일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2022-09-02,고성(918),X,25.2,22.7,20.8,19.6,94,X, ,X,보통
2022-09-02,창녕(919),X,26.2,24.6,22,19.4,85,X, ,X,보통
2022-09-02,함안(920),X,24.4,21.3,19.9,19,99,X, ,X,보통
2022-09-02,북춘천(93),X,27.8,28.5,22.1,14.9,70.9,X, ,X,높음
2022-09-02,하동(932),X,25.7,24.3,22.5,19.8,81,X, ,X,보통
2022-09-02,철원(95),X,28.2,29.1,22.2,14.8,68.4,X, ,X,높음
2022-09-02,동두천(98),X,29.1,29.6,22.5,16.3,71,X, ,X,높음
2022-09-02,파주(99),X,29.1,29,22,16.4,77.8,X, ,X,높음
2022-09-03,북강릉(104),X,25.9,25,21.3,17.9,82,X, ,X,높음
2022-09-03,동해(106),X,26.5,25.2,21.7,19.6,84.9,X, ,X,보통
2022-09-03,서울(108),X,29.4,29.2,24.2,20.5,63,X, ,X,보통
2022-09-03,인천(112),X,28.6,28.8,24.5,21.2,57.3,X, ,X,보통
2022-09-03,원주(114),X,27.6,28.2,23,18.9,60,X, ,X,보통
2022-09-03,울릉도(115),X,25.2,23.5,21.5,20.7,83.8,X, ,X,보통
2022-09-03,수원(119),X,28.7,28.8,24.3,19.9,61,X, ,X,보통
2022-09-03,영월(121),X,26,25.5,21.1,16.8,72,X, ,X,보통
2022-09-03,충주(127),X,27.8,27.7,22.8,18.1,67.6,X, ,X,높음
2022-09-03,서산(129),X,29.5,29.2,23.9,19.5,68.1,X, ,X,보통
2022-09-03,울진(130),X,26.4,24.8,22.3,20,83.6,X, ,X,낮음
2022-09-03,청주(131),X,28.5,28.6,24.4,21,62.1,X, ,X,보통
2022-09-03,대전(133),X,27.6,26.7,23.4,20.7,70.3,X, ,X,보통
2022-09-03,추풍령(135),X,24.5,22.6,20.1,18.8,85,X, ,X,보통
2022-09-03,안동(136),X,25.9,25.2,21.7,19.2,76,X, ,X,보통
2022-09-03,상주(137),X,26.4,24.7,21.5,19.6,83.1,X, ,X,보통
2022-09-03,포항(138),X,25.8,23.4,21.3,20.4,95.4,X, ,X,보통
2022-09-03,군산(140),X,30.3,29.8,24.7,21.7,72.4,X, ,X,보통
2022-09-03,대구(143),X,26.6,24.3,22.2,20.4,91.9,X, ,X,보통
2022-09-03,전주(146),X,29.7,29.4,25.3,20.4,68.4,X, ,X,보통
2022-09-03,울산(152),X,26.4,23.3,21.9,20.8,96.9,X, ,X,낮음
2022-09-03,창원(155),X,27.2,25.6,22.7,20.2,82.6,X, ,X,보통
2022-09-03,광주(156),X,30.4,28.9,24.9,21.9,86.8,X, ,X,보통
2022-09-03,부산(159),X,27.5,25.1,22.7,20.8,97.1,X, ,X,보통
2022-09-03,통영(162),X,27.4,24.9,22.9,21.4,95.4,X, ,X,보통
2022-09-03,목포(165),X,29.7,28.8,24.9,22.6,77,X, ,X,낮음
2022-09-03,여수(168),X,26,23.9,22.8,21.9,84.8,X, ,X,보통
2022-09-03,흑산도(169),X,27.6,25.8,23,21.4,86.5,X, ,X,낮음
2022-09-03,완도(170),X,28.1,26.4,24.1,21.3,84.5,X, ,X,보통
2022-09-03,고창(172),X,29.6,28.8,24.3,19.9,75,X, ,X,보통
2022-09-03,제주(184),X,31.4,29.3,25.9,23.6,93.4,X, ,O,낮음
2022-09-03,진주(192),X,26.4,23.8,22,19.7,91.9,X, ,X,보통
2022-09-03,양평(202),X,27.7,27.8,22.5,17.4,68.9,X, ,X,보통
2022-09-03,이천(203),X,29.1,28.7,22.3,17.5,75.5,X, ,X,보통
2022-09-03,인제(211),X,26.5,26.5,20.2,15.1,73.6,X, ,X,보통
2022-09-03,홍천(212),X,27.7,28,21.3,15.3,70.9,X, ,X,높음
2022-09-03,태백(216),X,21.7,20.2,17,14.9,86.3,X, ,X,낮음
2022-09-03,정선군(217),X,25,25,20.1,16.7,72.1,X, ,X,높음
2022-09-03,제천(221),X,26.5,26.1,21.2,17.1,70.5,X, ,X,높음
2022-09-03,보은(226),X,25.8,24.5,21.9,19.5,75.3,X, ,X,보통
2022-09-03,천안(232),X,27.9,27.3,23,19.6,72.1,X, ,X,보통
2022-09-03,보령(235),X,30,30.2,25.3,22.1,64.8,X, ,X,보통
2022-09-03,부여(236),X,29.4,28.9,24.2,20.5,72.4,X, ,X,보통
2022-09-03,금산(238),X,27.6,26.9,22.6,20.3,77.3,X, ,X,보통
2022-09-03,세종(239),X,27.6,26.8,23.3,20.7,70,X, ,X,보통
2022-09-03,부안(243),X,30.1,29.8,24.5,20.8,75.4,X, ,X,보통
2022-09-03,임실(244),X,27.5,26.7,23.4,19,73.5,X, ,X,보통
2022-09-03,정읍(245),X,29.2,28.6,23.6,19.9,77.5,X, ,X,보통
2022-09-03,남원(247),X,27.7,26.6,23.1,20.6,77.9,X, ,X,보통
2022-09-03,장수(248),X,25.6,24.3,21.5,17.8,82.8,X, ,X,보통
2022-09-03,영광군(252),X,30.1,29.2,24.3,20,76.3,X, ,X,보통
2022-09-03,김해시(253),X,27.7,25.6,23.2,20.9,88.5,X, ,X,보통
2022-09-03,순창군(254),X,29.1,28.1,24,20.8,77.4,X, ,X,보통
2022-09-03,양산시(257),X,27.4,25.1,22.9,21.5,93,X, ,X,보통
2022-09-03,강진군(259),X,28.9,27.5,24.1,21.1,83.8,X, ,X,낮음
2022-09-03,장흥(260),X,28,26.6,24.3,21.1,79.3,X, ,X,낮음
2022-09-03,해남(261),X,29.5,28,24.7,22.3,82.3,X, ,X,낮음
2022-09-03,고흥(262),X,26.8,25.3,23.3,21.9,82,X, ,X,보통
2022-09-03,의령군(263),X,27.5,25.2,22.7,20.4,91.1,X, ,X,낮음
2022-09-03,함양군(264),X,26,22.8,21.1,19.7,99.8,X, ,X,보통
2022-09-03,진도군ASOS(268),X,29.7,28.8,24.8,21.1,80.9,X, ,X,낮음
2022-09-03,봉화(271),X,24.4,23.9,21,18.4,70.1,X, ,X,보통
2022-09-03,영주(272),X,25.5,25.1,20.7,16.9,79.9,X, ,X,보통
2022-09-03,문경(273),X,26.3,25.2,21.3,18.4,81.6,X, ,X,보통
2022-09-03,청송군(276),X,24.2,23,20.1,18.7,83.3,X, ,X,보통
2022-09-03,영덕(277),X,26,23.7,20.2,18.7,94.3,X, ,X,낮음
2022-09-03,의성(278),X,26.3,25.2,22.2,19.8,80.5,X, ,X,보통
2022-09-03,구미(279),X,25.2,23.6,21.8,20.3,80.6,X, ,X,보통
2022-09-03,영천(281),X,25.4,23.5,21.6,20,87.4,X, ,X,보통
2022-09-03,경주시(283),X,25.5,23,20.9,19.8,96.3,X, ,X,낮음
2022-09-03,거창(284),X,25.1,23.1,20.7,19.3,92.9,X, ,X,보통
2022-09-03,합천(285),X,25.5,23.8,22,20.6,84.5,X, ,X,보통
2022-09-03,밀양(288),X,26.6,25.2,22.8,21.1,82.5,X, ,X,보통
2022-09-03,산청(289),X,25.4,23,21,19.6,97.1,X, ,X,보통
2022-09-03,거제(294),X,26.4,24,22.6,21,93.6,X, ,X,보통
2022-09-03,남해(295),X,25.7,22.6,21.7,20.8,95.5,X, ,X,보통
2022-09-03,부천(433),X,28.1,29,23.7,18.9,56,X, ,X,보통
2022-09-03,안양(434),X,24.3,27.9,24.1,20.9,,X, ,X,보통
2022-09-03,광명(437),X,28.9,29.9,25,21.7,55,O, ,X,보통
2022-09-03,군포(438),X,28.3,28.9,23.9,20.4,58,X, ,X,보통
2022-09-03,김포(441),X,,28.9,23.3,17.3,,X, ,X,보통
2022-09-03,하남(444),X,27.8,28.2,23.4,19.3,59,X, ,X,보통
2022-09-03,의왕(445),X,,,,,,X, ,X,보통
2022-09-03,포천(504),X,29.1,29.6,22.4,16.8,67,X, ,X,높음
2022-09-03,가평조종(505),X,27.7,27.2,20.9,14.7,77,X, ,X,높음
2022-09-03,안성(516),X,29.4,29.5,23.4,19.2,66,X, ,X,높음
2022-09-03,간성(517),X,27.5,25.5,20.5,16.6,90,X, ,X,보통
2022-09-03,평창(526),X,25.4,25.8,20.4,15.8,68,X, ,X,높음
2022-09-03,의정부(532),X,29.2,28.4,22.5,16.5,79,X, ,X,높음
2022-09-03,횡성(536),X,28.7,28.5,22.2,16.7,73,X, ,X,높음
2022-09-03,고양(540),X,29.8,29.9,22.5,16.5,71,X, ,X,보통
2022-09-03,남양주(541),X,28.7,29.2,23.2,18.4,62,X, ,X,보통
2022-09-03,안산(545),X,29.2,29.3,22.9,16.1,70,X, ,X,보통
2022-09-03,경기광주(546),X,27.1,27.4,22.6,18.5,61,X, ,X,보통
2022-09-03,여주(548),X,27.8,27.7,21.5,17.2,75,X, ,X,보통
2022-09-03,용인(549),X,27.7,28.2,22.4,17,64,X, ,X,보통
2022-09-03,오산(550),X,28.9,29.2,23.6,17.9,58,X, ,X,보통
2022-09-03,평택(551),X,29.4,29.2,23.9,20,64,X, ,X,보통
2022-09-03,화천(555),X,28.4,28.6,20.8,14,79,X, ,X,보통
2022-09-03,양구(556),X,26,26.4,19.3,14,76,X, ,X,보통
2022-09-03,시흥(565),X,29.1,29.1,23.9,17.7,67,X, ,X,보통
2022-09-03,구리(569),X,29,29.3,23.6,19.5,60,X, ,X,보통
2022-09-03,화성(571),X,29.2,29.2,24.3,20.6,62,X, ,X,보통
2022-09-03,성남(572),X,28,28,23.3,18.7,63,X, ,X,보통
2022-09-03,과천(590),X,29.6,29.3,23.4,17.6,67,X, ,X,보통
2022-09-03,양주(598),X,28.6,29,22.2,15.6,70,X, ,X,보통
2022-09-03,단양(601),X,27,27.2,21.5,17.7,78,X, ,X,보통
2022-09-03,진천(602),X,28.4,28.6,23,17.7,71,X, ,X,보통
2022-09-03,괴산(603),X,27.5,27.3,22.2,16.9,74,X, ,X,높음
2022-09-03,옥천(604),X,26.9,25.5,22.7,20.8,78,X, ,X,보통
2022-09-03,홍북(608),X,28.8,28.6,23.3,18.8,68,X, ,X,보통
2022-09-03,공주(612),X,28.6,28.1,23.4,19.7,72,X, ,X,보통
2022-09-03,서천(614),X,31.2,30.6,24.6,21,73,X, ,X,보통
2022-09-03,논산(615),X,29.8,29.5,24.9,22.1,69,X, ,X,보통
2022-09-03,당진(616),X,29.7,29.5,24.1,19.7,68,X, ,X,보통
2022-09-03,청양(618),X,29.5,28.7,23.5,19.5,75,X, ,X,보통
2022-09-03,음성(619),X,27.4,27,21.3,16.9,74,X, ,X,보통
2022-09-03,증평(623),X,28.6,27.7,23.2,18.7,74,X, ,X,보통
2022-09-03,태안(627),X,30,29.4,24.6,21,71,X, ,X,보통
2022-09-03,예산(628),X,29.6,29.3,23.8,19,73,X, ,X,보통
2022-09-03,아산(634),X,29.2,29,23.9,19.7,67,X, ,X,보통
2022-09-03,계룡(636),X,27.8,27.1,23.1,21,69,X, ,X,보통
2022-09-03,연천청산(652),X,,,,,,X, ,X,높음
2022-09-03,양양(670),X,25.7,24.7,20.7,17.4,81,X, ,X,보통
2022-09-03,무안(699),X,29.9,29,24.9,21.4,76,X, ,X,보통
2022-09-03,무주(701),X,26.4,25.5,22.8,20.1,75,X, ,X,낮음
2022-09-03,익산(702),X,30.3,29.1,24.9,21.1,78,X, ,X,보통
2022-09-03,진안(703),X,26.6,25.1,22.1,19.7,79,X, ,X,보통
2022-09-03,담양(706),X,30.3,29,24.5,20.5,86,X, ,X,보통
2022-09-03,구례(709),X,29.4,28,24.4,21.2,81,X, ,X,보통
2022-09-03,나주(710),X,29.2,27.9,24.4,20.4,82,X, ,X,보통
2022-09-03,순천시(712),X,28,27,24.8,23.8,72,X, ,X,보통
2022-09-03,광양읍(713),X,29.1,28.4,24.9,23.6,72,X, ,X,낮음
2022-09-03,장성(730),X,30.7,30.1,24.9,20.3,74,X, ,X,보통
2022-09-03,영암(731),X,29,27.6,24.8,22.2,79,X, ,X,보통
2022-09-03,보성(732),X,29,27.4,23.8,21.3,84,X, ,X,보통
2022-09-03,완주(734),X,30.2,29.9,25.2,21.7,71,X, ,X,보통
2022-09-03,김제(737),X,29,29.7,24.5,20.5,62,X, ,X,보통
2022-09-03,화순(741),X,29.7,28.7,24.6,20.9,78,X, ,X,보통
2022-09-03,함평(754),X,30.1,29.1,24.7,21,79,X, ,X,보통
2022-09-03,곡성(768),X,29.5,28.1,22.8,19.8,87,X, ,X,보통
2022-09-03,압해도(789),X,29.7,28.9,24.7,21.2,77,X, ,X,보통
2022-09-03,영양(801),X,24.8,23.5,21,19.2,79,X, ,X,보통
2022-09-03,성주(810),X,25.6,23.9,21.4,20.4,89,X, ,X,낮음
2022-09-03,고령(812),X,26.4,23.7,21.7,20.4,96,X, ,X,보통
2022-09-03,청도(813),X,26.2,24.3,22.2,20.7,84,X, ,X,보통
2022-09-03,예천(815),X,27,26.6,21.6,18.6,77,X, ,X,보통
2022-09-03,김천(822),X,25.1,22.7,20.6,19.2,96,X, ,X,보통
2022-09-03,군위(823),X,26,24.6,21.9,20,86,X, ,X,보통
2022-09-03,칠곡(825),X,27.1,24.3,22.2,20.9,92,X, ,X,보통
2022-09-03,경산(827),X,25.4,23.3,21.6,20.5,87,X, ,X,보통
2022-09-03,삼척(876),X,27.3,26.5,22.1,19.2,78,X, ,X,낮음
2022-09-03,속초(90),X,26.9,25.9,21.4,17.4,80.1,X, ,X,보통
2022-09-03,삼천포(907),X,27.5,25.5,22.9,20.6,88,X, ,X,보통
2022-09-03,고성(918),X,27.1,24.8,22.7,20.2,91,X, ,X,보통
2022-09-03,창녕(919),X,26.8,24.8,22.7,21.1,88,X, ,X,보통
2022-09-03,함안(920),X,27,24.4,21.8,19.1,95,X, ,X,보통
2022-09-03,북춘천(93),X,27.6,27.5,22,15.1,70.6,X, ,X,높음
2022-09-03,하동(932),X,27.4,25.9,23.6,22.1,82,X, ,X,낮음
2022-09-03,철원(95),X,28.2,28.2,21.8,14.2,69.1,X, ,X,높음
2022-09-03,동두천(98),X,29,28.8,22.4,16.4,73.4,X, ,X,높음
2022-09-03,파주(99),X,28.9,28.3,21.7,15.8,80.4,X, ,X,보통
2022-09-04,북강릉(104),X,28.7,27.6,21.1,18.9,93.3,X, ,X,낮음
2022-09-04,동해(106),X,26.3,23.1,21.2,19.2,97.9,X, ,X,보통
2022-09-04,서울(108),X,27.3,24,22.3,19.8,88.6,X, ,X,낮음
2022-09-04,인천(112),X,27.2,24.9,22.9,22.1,82.5,X, ,X,낮음
2022-09-04,원주(114),X,27.8,26.6,22.7,20,80.8,X, ,X,보통
2022-09-04,울릉도(115),X,27.8,24.5,23.1,21.2,97,X, ,X,보통
2022-09-04,수원(119),X,28.5,26.4,23.4,21.1,84.9,X, ,X,보통
2022-09-04,영월(121),X,28,26.4,21.9,18.4,87,X, ,X,보통
2022-09-04,충주(127),X,28.5,26.8,23.6,20.4,81.3,X, ,X,보통
2022-09-04,서산(129),X,29.3,27.9,24,21.6,83,X, ,X,보통
2022-09-04,울진(130),X,26.8,23.8,21.4,18.6,96.6,X, ,X,보통
2022-09-04,청주(131),X,28.9,27.5,25,22.5,76.8,X, ,X,보통
2022-09-04,대전(133),X,29.4,28.1,24.5,21.4,78.9,X, ,X,보통
2022-09-04,추풍령(135),X,27.7,25.7,21.6,18.6,88.8,X, ,X,보통
2022-09-04,안동(136),X,28.7,26.7,23.5,20.2,84.3,X, ,X,보통
2022-09-04,상주(137),X,28.3,26.3,22.5,19.2,90.3,X, ,X,보통
2022-09-04,포항(138),X,27.9,24.9,22.8,20.9,98.1,X, ,X,낮음
2022-09-04,군산(140),X,31,29.8,24.6,21.8,83.8,X, ,X,보통
2022-09-04,대구(143),X,31.7,29.9,25.4,20.9,89.5,X, ,X,보통
2022-09-04,전주(146),X,32,31.4,26.4,22.5,74.1,X, ,X,보통
2022-09-04,울산(152),X,31.1,29,24.9,21.9,92.6,X, ,X,보통
2022-09-04,창원(155),X,31.6,30.3,25.9,22.2,80.9,X, ,X,높음
2022-09-04,광주(156),X,32.6,31.4,26.5,23.6,89.4,X, ,X,보통
2022-09-04,부산(159),X,31.5,29.4,25.8,22.5,91.9,X, ,O,높음
2022-09-04,통영(162),X,32.8,30.9,26.2,22.7,91.6,X, ,O,높음
2022-09-04,목포(165),X,31.1,29.9,25.6,23.4,84.4,X, ,X,보통
2022-09-04,여수(168),X,30.2,28.7,25.5,22.2,82,X, ,O,높음
2022-09-04,흑산도(169),X,27.4,24.9,22.4,21.3,98,X, ,X,보통
2022-09-04,완도(170),X,30.8,29.1,25.2,23.2,89.5,X, ,X,보통
2022-09-04,고창(172),X,31,30.4,25.8,23.1,76.5,X, ,X,보통
2022-09-04,제주(184),X,32.1,30.2,26.4,24,91.8,X, ,X,보통
2022-09-04,진주(192),X,32.1,30.7,24.8,20.7,89.8,X, ,X,높음
2022-09-04,양평(202),X,26.7,24.1,22.2,19.8,86.8,X, ,X,보통
2022-09-04,이천(203),X,27.2,24.1,21.8,18.9,94.4,X, ,X,보통
2022-09-04,인제(211),X,26.1,23.5,20.2,17.5,90.8,X, ,X,보통
2022-09-04,홍천(212),X,26.7,24.1,21.2,18.9,88.8,X, ,X,보통
2022-09-04,태백(216),X,25.4,23.8,19.4,15.2,90.8,X, ,X,보통
2022-09-04,정선군(217),X,26.5,25,21.3,18.2,85.3,X, ,X,보통
2022-09-04,제천(221),X,28,26.2,21.9,18.2,90.3,X, ,X,보통
2022-09-04,보은(226),X,27.7,25.8,22.9,20.6,85.9,X, ,X,보통
2022-09-04,천안(232),X,28.3,25.9,23.3,20.7,90.4,X, ,X,보통
2022-09-04,보령(235),X,29.9,28.6,25.1,23,78.9,X, ,X,보통
2022-09-04,부여(236),X,30.3,28.4,24.3,21,86.8,X, ,X,보통
2022-09-04,금산(238),X,30,29.4,24.1,20,82.8,X, ,X,보통
2022-09-04,세종(239),X,29.1,27.4,24.1,20.8,80.9,X, ,X,보통
2022-09-04,부안(243),X,31.3,30.5,25.2,22.2,81.6,X, ,X,보통
2022-09-04,임실(244),X,30.3,29.5,24.9,21.7,79.9,X, ,X,보통
2022-09-04,정읍(245),X,30.5,30,25.4,21.2,76.8,X, ,X,보통
2022-09-04,남원(247),X,31,30.7,25.7,22.3,77.6,X, ,X,보통
2022-09-04,장수(248),X,29.7,29,23.7,20.2,84.3,X, ,X,보통
2022-09-04,영광군(252),X,31.3,30.2,25.5,23.1,81.9,X, ,X,보통
2022-09-04,김해시(253),X,32.6,31,26.3,22.2,86.3,X, ,X,높음
2022-09-04,순창군(254),X,31.4,30.7,25.5,21.9,83.5,X, ,X,보통
2022-09-04,양산시(257),X,32.9,32.2,26,22,87.4,X, ,X,보통
2022-09-04,강진군(259),O,33.3,32.5,25.8,23.1,85.9,X, ,X,보통
2022-09-04,장흥(260),X,31.9,30.8,25.9,23.3,84.4,X, ,X,보통
2022-09-04,해남(261),X,31.9,30.3,25.5,23.3,89.1,X, ,X,보통
2022-09-04,고흥(262),X,30.3,28.9,25.3,22.5,84.4,X, ,X,높음
2022-09-04,의령군(263),X,32.9,31.8,25.5,21.4,89.9,X, ,X,보통
2022-09-04,함양군(264),X,31.9,29.7,23.8,20.5,96.5,X, ,X,보통
2022-09-04,진도군ASOS(268),X,31.2,29.7,25.3,22.8,86.1,X, ,X,보통
2022-09-04,봉화(271),X,27,24.3,21.5,18.4,90,X, ,X,보통
2022-09-04,영주(272),X,26.6,24.3,21.8,18.6,92.4,X, ,X,보통
2022-09-04,문경(273),X,27.9,25.8,21.9,18.8,93.1,X, ,X,보통
2022-09-04,청송군(276),X,29,28,23.3,18.7,81.9,X, ,X,보통
2022-09-04,영덕(277),X,27,24.1,22,19.4,96.1,X, ,X,보통
2022-09-04,의성(278),X,30.2,28.8,24.2,19.8,87,X, ,X,보통
2022-09-04,구미(279),X,29.4,28,23.4,20,85.1,X, ,X,보통
2022-09-04,영천(281),X,30.2,28.4,23.8,20.6,92.4,X, ,X,보통
2022-09-04,경주시(283),X,31.7,30.2,24.1,20.2,90.8,X, ,X,낮음
2022-09-04,거창(284),X,30.8,29.1,23.5,19.4,88.3,X, ,X,보통
2022-09-04,합천(285),X,30.7,29.3,24.2,20.4,88.1,X, ,X,보통
2022-09-04,밀양(288),X,32,31.7,25.6,21.1,79.4,X, ,X,보통
2022-09-04,산청(289),X,30.5,28.7,23.9,20.5,90,X, ,X,보통
2022-09-04,거제(294),X,30.7,28.8,25.5,22.4,89.9,X, ,X,높음
2022-09-04,남해(295),X,30.9,29.5,24.4,21.4,88.5,X, ,X,높음
2022-09-04,부천(433),X,26.5,24.8,22.2,20.7,81,X, ,X,낮음
2022-09-04,안양(434),X,25.9,26.1,23.2,20.4,,X, ,X,낮음
2022-09-04,광명(437),X,28,26.2,23.3,21.1,80,O, ,X,낮음
2022-09-04,군포(438),X,27,25,22.6,19.9,82,X, ,X,보통
2022-09-04,김포(441),X,,24.5,22.5,21.1,,X, ,X,보통
2022-09-04,하남(444),X,26.9,25.3,22.4,19.9,80,X, ,X,보통
2022-09-04,의왕(445),X,,,,,,X, ,X,보통
2022-09-04,포천(504),X,26.6,24.5,21.8,18.5,86,X, ,X,낮음
2022-09-04,가평조종(505),X,26.5,23.2,20.1,17.6,94,X, ,X,낮음
2022-09-04,안성(516),X,28.3,26.4,22.9,21,89,X, ,X,보통
2022-09-04,간성(517),X,24.7,21.7,19.8,17.2,97,X, ,X,보통
2022-09-04,평창(526),X,27.4,26,21.3,17.2,84,X, ,X,보통
2022-09-04,의정부(532),X,27,23.8,21.5,18.6,96,X, ,X,낮음
2022-09-04,횡성(536),X,28.3,25.1,22,19.6,95,X, ,X,보통
2022-09-04,고양(540),X,26.7,24.7,22.2,20.1,85,X, ,X,낮음
2022-09-04,남양주(541),X,26.9,24.9,22.4,19.9,80,X, ,X,낮음
2022-09-04,안산(545),X,27.3,25.2,22.4,20.5,86,X, ,X,보통
2022-09-04,경기광주(546),X,26.5,24.6,21.6,19.2,84,X, ,X,보통
2022-09-04,여주(548),X,27.5,24.8,21.5,18.9,95,X, ,X,보통
2022-09-04,용인(549),X,26.5,24.3,21.6,19.3,87,X, ,X,보통
2022-09-04,오산(550),X,27.4,25.8,22.7,20.4,81,X, ,X,보통
2022-09-04,평택(551),X,28.6,26.9,23.5,21.1,88,X, ,X,보통
2022-09-04,화천(555),X,23.8,20.8,19.2,17.1,97,X, ,X,낮음
2022-09-04,양구(556),X,25.4,22.9,19.8,17,91,X, ,X,낮음
2022-09-04,시흥(565),X,28,25.8,23.2,21.4,86,X, ,X,낮음
2022-09-04,구리(569),X,26.9,25.2,22.6,20.1,78,X, ,X,낮음
2022-09-04,화성(571),X,28.1,26.1,23.1,21.5,85,X, ,X,낮음
2022-09-04,성남(572),X,27.4,25.6,22.8,20.1,81,X, ,X,보통
2022-09-04,과천(590),X,27.8,25.3,22.5,19.4,89,X, ,X,낮음
2022-09-04,양주(598),X,26.4,23.6,21.7,19,87,X, ,X,낮음
2022-09-04,단양(601),X,28.5,26.9,22.5,18.5,89,X, ,X,보통
2022-09-04,진천(602),X,28.9,27.6,23.2,19.6,88,X, ,X,보통
2022-09-04,괴산(603),X,28.1,26.7,23,18.7,87,X, ,X,보통
2022-09-04,옥천(604),X,30.1,28.6,24,21,86,X, ,X,보통
2022-09-04,홍북(608),X,28.3,26.7,22.8,21.1,87,X, ,X,보통
2022-09-04,공주(612),X,29.2,27.2,24.1,21.1,84,X, ,X,보통
2022-09-04,서천(614),X,31.2,29.5,24.3,21.9,86,X, ,X,보통
2022-09-04,논산(615),X,32,31.2,25.5,22.1,77,X, ,X,보통
2022-09-04,당진(616),X,29.2,27.2,23.5,21.3,88,X, ,X,보통
2022-09-04,청양(618),X,29.1,26.6,23.4,20.1,88,X, ,X,보통
2022-09-04,음성(619),X,27,25.4,21.7,18.3,86,X, ,X,보통
2022-09-04,증평(623),X,29.1,27.1,23.5,20.5,89,X, ,X,보통
2022-09-04,태안(627),X,30,27.9,23.8,22.4,89,X, ,X,보통
2022-09-04,예산(628),X,29.5,27.6,23.9,21.5,89,X, ,X,보통
2022-09-04,아산(634),X,28.9,27.1,23.6,21.9,85,X, ,X,보통
2022-09-04,계룡(636),X,30.4,29.1,24.3,20.8,76,X, ,X,보통
2022-09-04,연천청산(652),X,,,,,,X, ,X,보통
2022-09-04,양양(670),X,25.1,22.1,20.6,18.4,94,X, ,X,낮음
2022-09-04,무안(699),X,31,29.9,25.5,23.3,83,X, ,X,보통
2022-09-04,무주(701),X,30.6,30.1,24.8,19.7,79,X, ,X,보통
2022-09-04,익산(702),X,31.9,30.3,25.2,22,88,X, ,X,보통
2022-09-04,진안(703),X,29.7,28.9,24.5,20.2,80,X, ,X,보통
2022-09-04,담양(706),O,33.6,32.1,25.7,22.1,89,X, ,X,보통
2022-09-04,구례(709),X,32.4,31.4,26.5,23.6,81,X, ,X,보통
2022-09-04,나주(710),X,31.9,30.4,25.5,22.3,87,X, ,X,보통
2022-09-04,순천시(712),X,32.7,31.9,26.9,23.8,77,X, ,X,높음
2022-09-04,광양읍(713),X,32.7,32.2,27,24,72,X, ,O,높음
2022-09-04,장성(730),X,31.2,30.8,25.9,23.3,79,X, ,X,보통
2022-09-04,영암(731),X,32.2,31.1,26,23.6,85,X, ,X,보통
2022-09-04,보성(732),X,31.7,30.2,25.1,22.5,88,X, ,X,높음
2022-09-04,완주(734),X,32.5,31.9,25.3,20.9,81,X, ,X,보통
2022-09-04,김제(737),X,30.5,31.3,25.3,21.8,70,X, ,X,보통
2022-09-04,화순(741),X,31.7,30.6,25.7,23.3,82,X, ,X,보통
2022-09-04,함평(754),X,31.5,30.3,25.5,23.2,86,X, ,X,보통
2022-09-04,곡성(768),X,31.5,30.3,25.6,21.6,83,X, ,X,보통
2022-09-04,압해도(789),X,31.2,30,25.2,23.1,85,X, ,X,보통
2022-09-04,영양(801),X,29,26.9,22.6,18.8,92,X, ,X,보통
2022-09-04,성주(810),X,30.7,29.5,24,20.3,86,X, ,X,보통
2022-09-04,고령(812),X,31.1,29.8,24.5,20.6,92,X, ,X,보통
2022-09-04,청도(813),X,31.6,30.5,25,20.6,85,X, ,X,보통
2022-09-04,예천(815),X,27.8,26,22.8,19.5,85,X, ,X,보통
2022-09-04,김천(822),X,30,28,22.7,19.1,95,X, ,X,보통
2022-09-04,군위(823),X,30.9,29.5,23.8,20.3,89,X, ,X,보통
2022-09-04,칠곡(825),X,31.4,29.6,24.3,20.7,93,X, ,X,보통
2022-09-04,경산(827),X,31.1,30,24.9,20.7,84,X, ,X,보통
2022-09-04,삼척(876),X,26.7,24.1,21.3,19.3,91,X, ,X,보통
2022-09-04,속초(90),X,24.8,21.9,20.3,18.5,93.4,X, ,X,낮음
2022-09-04,삼천포(907),X,32.5,31.2,25.5,21.9,87,X, ,X,높음
2022-09-04,고성(918),X,32.2,30.6,25.9,22.3,88,X, ,X,높음
2022-09-04,창녕(919),X,32.8,31.9,25.4,21.4,86,X, ,X,보통
2022-09-04,함안(920),X,32.4,30.8,24.7,20.9,91,X, ,X,높음
2022-09-04,북춘천(93),X,25.6,22.3,20.5,18.2,95.1,X, ,X,보통
2022-09-04,하동(932),X,32.5,31.8,26.1,22.8,82,X, ,X,높음
2022-09-04,철원(95),X,25.9,22.8,20.7,18.5,91.3,X, ,X,낮음
2022-09-04,동두천(98),X,25.9,22.7,21.4,18.8,90.9,X, ,X,낮음
2022-09-04,파주(99),X,26.4,23.2,21,18.7,94.1,X, ,X,보통
2022-09-05,북강릉(104),X,28,26.5,19.4,17.6,97.1,X, ,X,낮음
2022-09-05,동해(106),X,27.4,24.1,20.6,18.3,99,X, ,X,보통
2022-09-05,서울(108),X,25.8,22.7,19.2,17.7,95.9,X, ,X,보통
